algorithm,problem_id,run_id,evaluations,fitness
MultiObjective,2200,28,10000,-1272.0
MultiObjective,2200,28,20000,-844.0
MultiObjective,2200,28,30000,-528.0
MultiObjective,2200,28,50000,-134.0
MultiObjective,2200,28,70000,-10.0
MultiObjective,2200,28,100000,672.1699999999998
MultiObjective,2200,29,100,-1920.0
MultiObjective,2200,29,200,-1867.0
MultiObjective,2200,29,500,-1793.0
MultiObjective,2200,29,1000,-1731.0
MultiObjective,2200,29,2000,-1597.0
MultiObjective,2200,29,3000,-1534.0
MultiObjective,2200,29,5000,-1432.0
MultiObjective,2200,29,7000,-1323.0
MultiObjective,2200,29,10000,-1190.0
MultiObjective,2200,29,20000,-786.0
MultiObjective,2200,29,30000,-502.0
MultiObjective,2200,29,50000,-148.0
MultiObjective,2200,29,70000,-8.0
MultiObjective,2200,29,100000,704.8000000000005
