algorithm,problem_id,run_id,evaluations,fitness
GA,2200,21,100000,242.88999999999996
GA,2200,22,100,-1901.0
GA,2200,22,200,-1850.0
GA,2200,22,500,-1766.0
GA,2200,22,1000,-1671.0
GA,2200,22,2000,-1598.0
GA,2200,22,3000,-1532.0
GA,2200,22,5000,-1416.0
GA,2200,22,7000,-1296.0
GA,2200,22,10000,-1144.0
GA,2200,22,20000,-694.0
GA,2200,22,30000,-377.0
GA,2200,22,50000,-48.0
GA,2200,22,70000,119.19999999999999
GA,2200,22,100000,202.92000000000002
GA,2200,23,100,-1891.0
GA,2200,23,200,-1845.0
GA,2200,23,500,-1733.0
GA,2200,23,1000,-1655.0
GA,2200,23,2000,-1582.0
GA,2200,23,3000,-1519.0
GA,2200,23,5000,-1397.0
GA,2200,23,7000,-1281.0
GA,2200,23,10000,-1119.0
GA,2200,23,20000,-660.0
GA,2200,23,30000,-338.0
GA,2200,23,50000,-48.0
GA,2200,23,70000,275.83
GA,2200,23,100000,275.83
GA,2200,24,100,-1892.0
GA,2200,24,200,-1841.0
GA,2200,24,500,-1733.0
GA,2200,24,1000,-1657.0
GA,2200,24,2000,-1584.0
GA,2200,24,3000,-1517.0
GA,2200,24,5000,-1394.0
GA,2200,24,7000,-1279.0
GA,2200,24,10000,-1114.0
GA,2200,24,20000,-668.0
GA,2200,24,30000,-360.0
GA,2200,24,50000,-43.0
GA,2200,24,70000,114.08000000000003
GA,2200,24,100000,170.53
GA,2200,25,100,-1898.0
GA,2200,25,200,-1831.0
GA,2200,25,500,-1699.0
GA,2200,25,1000,-1604.0
GA,2200,25,2000,-1534.0
GA,2200,25,3000,-1472.0
GA,2200,25,5000,-1356.0
GA,2200,25,7000,-1247.0
GA,2200,25,10000,-1093.0
GA,2200,25,20000,-651.0
GA,2200,25,30000,-346.0
GA,2200,25,50000,-40.0
GA,2200,25,70000,114.50999999999995
GA,2200,25,100000,214.4999999999999
GA,2200,26,100,-1904.0
GA,2200,26,200,-1850.0
GA,2200,26,500,-1779.0
GA,2200,26,1000,-1698.0
GA,2200,26,2000,-1630.0
GA,2200,26,3000,-1571.0
GA,2200,26,5000,-1450.0
GA,2200,26,7000,-1333.0
GA,2200,26,10000,-1171.0
GA,2200,26,20000,-715.0
GA,2200,26,30000,-390.0
GA,2200,26,50000,-44.0
GA,2200,26,70000,141.57
GA,2200,26,100000,353.1799999999999
GA,2200,27,100,-1912.0
GA,2200,27,200,-1859.0
GA,2200,27,500,-1758.0
GA,2200,27,1000,-1692.0
GA,2200,27,2000,-1630.0
GA,2200,27,3000,-1569.0
GA,2200,27,5000,-1445.0
GA,2200,27,7000,-1328.0
GA,2200,27,10000,-1162.0
GA,2200,27,20000,-689.0
GA,2200,27,30000,-363.0
GA,2200,27,50000,-49.0
GA,2200,27,70000,129.94999999999996
GA,2200,27,100000,198.61999999999998
GA,2200,28,100,-1921.0
GA,2200,28,200,-1844.0
GA,2200,28,500,-1698.0
GA,2200,28,1000,-1584.0
GA,2200,28,2000,-1529.0
GA,2200,28,3000,-1466.0
GA,2200,28,5000,-1352.0
GA,2200,28,7000,-1233.0
GA,2200,28,10000,-1074.0
GA,2200,28,20000,-640.0
GA,2200,28,30000,-328.0
GA,2200,28,50000,-31.0
GA,2200,28,70000,209.95999999999995
GA,2200,28,100000,240.48999999999998
GA,2200,29,100,-1909.0
GA,2200,29,200,-1850.0
GA,2200,29,500,-1743.0
GA,2200,29,1000,-1666.0
GA,2200,29,2000,-1596.0
GA,2200,29,3000,-1537.0
GA,2200,29,5000,-1410.0
GA,2200,29,7000,-1291.0
GA,2200,29,10000,-1132.0
GA,2200,29,20000,-685.0
GA,2200,29,30000,-368.0
GA,2200,29,50000,-50.0
GA,2200,29,70000,171.17000000000002
GA,2200,29,100000,218.78999999999996
